driver_gene,target_gene,mean_drive_gene_ref_dep_score_for_target,mean_drive_gene_mut_dep_score_for_target,delta_rnai_dep_score_driver_and_target,ref_pool_cell_lines_for_driver,mut_pool_cell_lines_for_driver,ref_dep_score_observations_for_target,mut_dep_score_observations_for_target
RB1 (5925),FGFBP3 (143282),0.042829064665561044,0.0030016599561809073,-0.039827404709380135,78,11,78,11
RB1 (5925),FGFR1 (2260),-0.023558698639670875,0.0417551843891475,0.06531388302881838,104,16,104,16
RB1 (5925),FGFR1OP (11116),-0.05915073342469135,-0.07160513115221312,-0.012454397727521771,104,16,104,16
RB1 (5925),FGFR1OP2 (26127),-0.09555281408900587,-0.05371146352030909,0.041841350568696783,78,11,78,11
RB1 (5925),FGFR2 (2263),-0.019793772510967984,0.02519808115257375,0.044991853663541734,104,16,104,16
RB1 (5925),FGFR3 (2261),-0.040148275810151166,-0.03311616115024,0.007032114659911166,104,16,104,16
RB1 (5925),FGFR4 (2264),-0.09734346284539705,-0.07746322018592187,0.019880242659475175,104,16,104,16
RB1 (5925),FGFRL1 (53834),-0.10237653515850717,-0.09701860385195689,0.0053579313065502815,104,16,104,16
RB1 (5925),FGG (2266),0.07584406442230647,0.025014230079557144,-0.050829834342749326,94,14,94,14
RB1 (5925),FGGY (55277),0.10722397083455847,0.1384652149630643,0.031241244128505832,94,14,94,14
RB1 (5925),FGL1 (2267),0.0457139708279496,0.0072305663326053485,-0.03848340449534425,101,15,101,15
RB1 (5925),FGL2 (10875),-0.14038854352705182,-0.08424076419014599,0.05614777933690583,101,15,101,15
RB1 (5925),FGR (2268),-0.0261502882095617,-0.07465871326912499,-0.04850842505956329,104,16,104,16
RB1 (5925),FH (2271),0.04642028810444983,0.11683684761060625,0.07041655950615643,104,16,104,16
RB1 (5925),FHDC1 (85462),-0.017981256415976383,-0.010686166665017148,0.007295089750959235,94,14,94,14
RB1 (5925),FHIT (2272),-0.03517306916495587,-0.09073979364641689,-0.05556672448146102,104,16,104,16
RB1 (5925),FHL1 (2273),0.08464642673015692,0.1326558192220909,0.04800939249193399,78,11,78,11
RB1 (5925),FHL2 (2274),-0.08080339227963539,-0.152590023403,-0.07178663112336463,94,14,94,14
RB1 (5925),FHL3 (2275),0.15244034371554602,0.1623520189110182,0.009911675195472175,78,11,78,11
RB1 (5925),FHL5 (9457),0.037928613080274114,0.04804918082052,0.01012056774024589,78,11,78,11
RB1 (5925),FHOD3 (80206),0.033191970402551174,-0.032211506991369133,-0.0654034773939203,101,15,101,15
RB1 (5925),FIBCD1 (84929),-0.047964120013807184,-0.11459075534016429,-0.0666266353263571,94,14,94,14
RB1 (5925),FIBIN (387758),0.1171376681856269,0.08519078897446182,-0.03194687921116508,78,11,78,11
RB1 (5925),FIBP (9158),0.061087725073506474,0.18112613380472728,0.1200384087312208,78,11,78,11
RB1 (5925),FICD (11153),-0.07121270516470955,-0.07047120870800909,0.0007414964567004634,78,11,78,11
RB1 (5925),FIG4 (9896),-0.04172862472169644,-0.012404503117793758,0.02932412160390268,104,16,104,16
RB1 (5925),FIGLA (344018),-0.0289243054553239,-0.08511450081865934,-0.05619019536333544,101,15,101,15
RB1 (5925),FIGN (55137),0.13142277039870456,0.09902626304486867,-0.032396507353835896,104,16,104,16
RB1 (5925),FIGNL1 (63979),-0.05766815816052431,-0.06771316618568667,-0.010045008025162352,101,15,101,15
RB1 (5925),FIGNL2 (401720),0.02150402993613188,0.004218090418818001,-0.01728593951731388,101,15,101,15
RB1 (5925),FILIP1L (11259),0.07503964034973089,0.13196826952413637,0.056928629174405485,78,11,78,11
RB1 (5925),FIP1L1 (81608),-0.732242258491802,-0.6311661657205625,0.10107609277123952,104,16,104,16
RB1 (5925),FIS1 (51024),-0.08410544925711386,-0.07208758433853636,0.012017864918577495,78,11,78,11
RB1 (5925),FIZ1 (84922),0.03112999540391341,0.021338358929758574,-0.009791636474154836,94,14,94,14
RB1 (5925),FJX1 (24147),-0.04509783197525618,-0.04814789825109143,-0.0030500662758352476,94,14,94,14
RB1 (5925),FKBP10 (60681),-0.032403109494411844,-0.045582451057543744,-0.0131793415631319,104,16,104,16
RB1 (5925),FKBP11 (51303),0.004844280818060003,0.03216360217213467,0.027319321354074666,101,15,101,15
RB1 (5925),FKBP14 (55033),0.054315383911370994,0.1256965813464125,0.07138119743504151,104,16,104,16
RB1 (5925),FKBP15 (23307),-0.1118928637068598,-0.20023536611604284,-0.08834250240918304,55,7,55,7
RB1 (5925),FKBP1A (2280),-0.13645773065037947,-0.2455181220741,-0.10906039142372054,104,16,104,16
RB1 (5925),FKBP1AP1 (2282),0.24966276333812,0.18787100779557142,-0.061791755542548565,55,7,55,7
RB1 (5925),FKBP1A-SDCBP2&SDCBP2 (100528031&27111),-0.038313836518581286,0.06134866359913572,0.099662500117717,94,14,94,14
RB1 (5925),FKBP1B (2281),-0.12360848562687367,-0.14461747411232664,-0.021008988485452976,101,15,101,15
RB1 (5925),FKBP2 (2286),-0.03019732884532407,-0.07474834896102857,-0.0445510201157045,55,7,55,7
RB1 (5925),FKBP3 (2287),0.02247552484421126,0.037242721433593626,0.014767196589382366,104,16,104,16
RB1 (5925),FKBP4 (2288),-0.25906811270373625,-0.34816941595601875,-0.0891013032522825,104,16,104,16
RB1 (5925),FKBP5 (2289),0.04938320460711216,0.02995954233673007,-0.01942366227038209,104,16,104,16
RB1 (5925),FKBP6 (8468),0.032859256376648924,0.00548820186056667,-0.027371054516082252,101,15,101,15
RB1 (5925),FKBP7 (51661),0.06042372169620614,0.01953804271029376,-0.04088567898591238,104,16,104,16
RB1 (5925),FKBP8 (23770),-0.15619248686328127,-0.18190629335338748,-0.02571380649010621,104,16,104,16
RB1 (5925),FKBP9 (11328),-0.01440568155040433,-0.075735623918145,-0.06132994236774068,104,16,104,16
RB1 (5925),FKBP9P1 (360132),0.05885215822629052,0.11074961631639124,0.05189745809010072,104,16,104,16
RB1 (5925),FKBPL (63943),-0.00027594390217708625,-0.1613084865471364,-0.1610325426449593,78,11,78,11
RB1 (5925),FKRP (79147),-0.03959689037330857,-0.1177111011863,-0.07811421081299144,94,14,94,14
RB1 (5925),FKTN (2218),0.08295848583237936,0.09044515926811429,0.0074866734357349335,94,14,94,14
RB1 (5925),FLAD1 (80308),-0.11736721068206232,-0.1559566087325929,-0.03858939805053058,94,14,94,14
RB1 (5925),FLCN (201163),-0.011927914127553273,-0.04551588544645,-0.03358797131889673,104,16,104,16
RB1 (5925),FLG (2312),0.00410897011859992,-0.03573638530938928,-0.0398453554279892,94,14,94,14
RB1 (5925),FLG2 (388698),0.15092616112301557,0.0939147585937357,-0.05701140252927987,94,14,94,14
RB1 (5925),FLI1 (2313),0.02259237525514594,0.018387745535386878,-0.004204629719759063,104,16,104,16
RB1 (5925),FLII (2314),-0.2646692875210432,-0.35708761711608,-0.09241832959503682,101,15,101,15
RB1 (5925),FLJ33534 (285150),0.06156934787843767,0.06992890944854227,0.008359561570104597,78,11,78,11
RB1 (5925),FLJ34503 (285759),0.0669923018377522,0.09271948485062725,0.02572718301287505,78,11,78,11
RB1 (5925),FLJ40194 (124871),-0.0014011309666573052,0.11191017896507272,0.11331130993173003,78,11,78,11
RB1 (5925),FLJ42393 (401105),0.04294663983592744,0.05060876530283636,0.00766212546690892,78,11,78,11
RB1 (5925),FLJ44635 (392490),0.044748406234657964,0.03251516709618,-0.012233239138477965,101,15,101,15
RB1 (5925),FLNB (2317),-0.01741475201781202,0.02159790944995143,0.03901266146776345,94,14,94,14
RB1 (5925),FLNC (2318),-0.027871552271447407,-0.08251510743709282,-0.05464355516564542,94,14,94,14
RB1 (5925),FLOT1 (10211),-0.11141747189209586,-0.09917509289020712,0.012242379001888737,94,14,94,14
RB1 (5925),FLOT2 (2319),-0.058032645637926795,-0.06966799698272666,-0.011635351344799864,101,15,101,15
RB1 (5925),FLRT1 (23769),0.016683473156980443,0.041352076307780004,0.02466860315079956,101,15,101,15
RB1 (5925),FLRT2 (23768),-0.01763191357665162,-0.07458631958598627,-0.05695440600933465,104,16,104,16
RB1 (5925),FLRT3 (23767),0.05630818691159178,0.04990254156472173,-0.006405645346870048,78,11,78,11
RB1 (5925),FLT1 (2321),-0.00102942356762394,-0.13332564111686002,-0.13229621754923607,104,16,104,16
RB1 (5925),FLT3 (2322),-0.05829521235880183,0.054452412666468754,0.11274762502527058,104,16,104,16
RB1 (5925),FLT3LG (2323),0.03845501773221062,-0.029313322897964993,-0.06776834063017562,94,14,94,14
RB1 (5925),FLT4 (2324),-0.2492068795138002,-0.34074789374300013,-0.09154101422919994,104,16,104,16
RB1 (5925),FLVCR1 (28982),-0.09532765273275733,-0.1443691278235956,-0.04904147509083827,104,16,104,16
RB1 (5925),FLVCR2 (55640),0.07981217842705246,0.06539905269342182,-0.014413125733630641,78,11,78,11
RB1 (5925),FLYWCH1 (84256),-0.1957179990361824,-0.31229011628474546,-0.11657211724856306,78,11,78,11
RB1 (5925),FMC1 (154791),-0.1265671521246162,-0.19526183884967727,-0.06869468672506107,78,11,78,11
RB1 (5925),FMN2 (56776),-0.02291796032434328,-0.036625566793473334,-0.013707606469130055,101,15,101,15
RB1 (5925),FMNL1 (752),0.015959709045537878,-0.038394115063042855,-0.05435382410858074,94,14,94,14
RB1 (5925),FMNL2 (114793),0.011456326736672616,-0.014436526908295,-0.025892853644967614,94,14,94,14
RB1 (5925),FMO1 (2326),-0.04246506402912891,0.11463628969028573,0.15710135371941464,94,14,94,14
RB1 (5925),FMO2 (2327),0.13762515060721234,0.14620464934840713,0.008579498741194791,94,14,94,14
RB1 (5925),FMO3 (2328),0.1474131423934403,0.16190978139897858,0.01449663900553827,94,14,94,14
RB1 (5925),FMO4 (2329),0.10729871295774028,0.09333525937667642,-0.013963453581063864,94,14,94,14
RB1 (5925),FMO5 (2330),-0.040273708326920205,-0.006716308920366432,0.03355739940655377,94,14,94,14
RB1 (5925),FMO6P (388714),0.05579022097459181,0.046139623460690005,-0.009650597513901807,94,14,94,14
RB1 (5925),FMO9P (116123),-0.056540949446179885,-0.023615486149995712,0.032925463296184176,94,14,94,14
RB1 (5925),FMOD (2331),-0.0018298254349602978,-0.03459176575578667,-0.032761940320826376,101,15,101,15
RB1 (5925),FMR1 (2332),-0.017180591932116154,-0.024860912186877505,-0.007680320254761352,104,16,104,16
RB1 (5925),FMR1NB (158521),0.0016711357833296022,-0.007723938305634546,-0.009395074088964148,78,11,78,11
RB1 (5925),FN1 (2335),-0.06208660041017566,-0.08126898268266125,-0.019182382272485587,104,16,104,16
RB1 (5925),FN3K (64122),-0.00816771418295113,-0.04023651596905626,-0.03206880178610513,104,16,104,16
RB1 (5925),FN3KRP (79672),-0.09404009133384025,-0.10070102117308749,-0.006660929839247237,104,16,104,16
RB1 (5925),FNBP1 (23048),0.06308973515576743,0.059449455281526654,-0.00364027987424078,101,15,101,15
RB1 (5925),FNBP1L (54874),-0.07188176606375295,0.016518867799809333,0.08840063386356228,101,15,101,15
RB1 (5925),FNBP4 (23360),-0.14180220771223823,0.09282931627111819,0.2346315239833564,78,11,78,11
RB1 (5925),FNDC1 (84624),0.04398428481486564,0.16210141728355454,0.1181171324686889,78,11,78,11
RB1 (5925),FNDC3A (22862),-0.13679009480710258,-0.10733381233710909,0.02945628246999349,78,11,78,11
RB1 (5925),FNDC3B (64778),-0.04885150647450964,0.025437207265174493,0.07428871373968414,104,16,104,16
RB1 (5925),FNDC4 (64838),0.05269454088521368,0.04572674317113202,-0.00696779771408166,101,15,101,15
RB1 (5925),FNDC5 (252995),-0.013249110000717698,0.04487721906290909,0.05812632906362679,78,11,78,11
RB1 (5925),FNDC7 (163479),-0.194712609956359,-0.17434255365563664,0.02037005630072236,78,11,78,11
RB1 (5925),FNDC9 (408263),0.15982186440109886,0.08044785733555546,-0.0793740070655434,78,11,78,11
RB1 (5925),FNIP1 (96459),0.01510175289711807,0.015701263727606003,0.0005995108304879329,101,15,101,15
RB1 (5925),FNTA (2339),-0.19002045667944267,-0.11417636389231874,0.07584409278712394,104,16,104,16
RB1 (5925),FNTB (2342),-0.07858651074682434,-0.053175805840693875,0.02541070490613046,104,16,104,16
RB1 (5925),FOCAD (54914),-0.2687497679428,-0.3199266123542214,-0.051176844411421396,94,14,94,14
RB1 (5925),FOLH1 (2346),0.01040644394345749,0.10630963811233499,0.09590319416887749,94,14,94,14
RB1 (5925),FOLH1B (219595),0.11999526193312587,0.04588504826634786,-0.07411021366677802,94,14,94,14
RB1 (5925),FOLR1 (2348),-0.007710496706451158,0.0008667259737600037,0.00857722268021116,104,16,104,16
RB1 (5925),FOLR2 (2350),0.0897428132824147,0.14142835016334998,0.05168553688093529,94,14,94,14
RB1 (5925),FOLR3 (2352),0.14207625297548568,0.08754280652416856,-0.05453344645131712,94,14,94,14
RB1 (5925),FOPNL (123811),-0.052171760819691264,-0.04064713201049999,0.011524628809191272,78,11,78,11
RB1 (5925),FOS (2353),-0.1866856418895454,-0.3165562702354875,-0.1298706283459421,104,16,104,16
RB1 (5925),FOSB (2354),0.042797860976577166,0.02030242730509625,-0.022495433671480915,104,16,104,16
RB1 (5925),FOSL1 (8061),-0.11721256831536947,-0.11021424767761125,0.0069983206377582236,104,16,104,16
RB1 (5925),FOSL2 (2355),-0.0846071543379862,-0.06508697483576188,0.019520179502224316,104,16,104,16
RB1 (5925),FOXA1 (3169),-0.12302669899338571,-0.10291495504531627,0.020111743948069444,104,16,104,16
RB1 (5925),FOXA2 (3170),-0.09040423215743335,-0.0048090021240062494,0.08559523003342709,104,16,104,16
RB1 (5925),FOXA3 (3171),-0.3868049857332139,-0.44003500619456243,-0.053230020461348504,104,16,104,16
RB1 (5925),FOXB2 (442425),-0.03439989760289311,-0.01784808791493938,0.01655180968795373,104,16,104,16
RB1 (5925),FOXC1 (2296),-0.010491382670551823,-0.05880185221466874,-0.04831046954411692,104,16,104,16
RB1 (5925),FOXC2 (2303),-0.16220281817965057,-0.15376128128250438,0.00844153689714619,104,16,104,16
RB1 (5925),FOXD1 (2297),0.0029133280097748456,-0.0614124699618875,-0.06432579797166234,104,16,104,16
RB1 (5925),FOXD2 (2306),-0.033989857426544326,-0.02998209698517437,0.004007760441369957,104,16,104,16
RB1 (5925),FOXD3 (27022),0.06038287224837802,0.05916172002295938,-0.0012211522254186383,104,16,104,16
RB1 (5925),FOXD4 (2298),0.0577110965322447,0.0503732550917,-0.007337841440544703,104,16,104,16
RB1 (5925),FOXD4L1 (200350),0.06318348298113423,0.13579860082416254,0.0726151178430283,104,16,104,16
RB1 (5925),FOXD4L3 (286380),0.14144497577069576,0.20607739811983683,0.06463242234914107,104,16,104,16
RB1 (5925),FOXD4L4 (349334),-0.06324961777144221,-0.09249533090006251,-0.0292457131286203,104,16,104,16
RB1 (5925),FOXD4L5 (653427),-0.10557946162510481,-0.1482507805926525,-0.042671318967547694,104,16,104,16
RB1 (5925),FOXD4L6 (653404),0.007924643124052111,-0.034057631531084376,-0.04198227465513649,104,16,104,16
RB1 (5925),FOXE1 (2304),-0.1454363936268656,-0.15515417429275002,-0.009717780665884412,104,16,104,16
RB1 (5925),FOXE3 (2301),-0.061460046355995446,-0.09907698620130623,-0.03761693984531078,104,16,104,16
RB1 (5925),FOXF1 (2294),-0.05285717258848387,-0.07996374660497502,-0.02710657401649115,104,16,104,16
RB1 (5925),FOXF2 (2295),-0.0726357119945725,-0.12625465095205,-0.05361893895747749,104,16,104,16
RB1 (5925),FOXG1 (2290),-0.0025703612324432306,-0.047017138318660626,-0.044446777086217394,104,16,104,16
RB1 (5925),FOXH1 (8928),-0.08530085576583099,-0.03593535826335375,0.04936549750247724,104,16,104,16
RB1 (5925),FOXI1 (2299),0.03229862731231971,0.11960566789853937,0.08730704058621966,104,16,104,16
RB1 (5925),FOXI2 (399823),-0.02891130795585,-0.09082227511914374,-0.061910967163293744,104,16,104,16
RB1 (5925),FOXI3 (344167),-0.1571766031299066,-0.17153563588759804,-0.014359032757691431,104,16,104,16
RB1 (5925),FOXJ1 (2302),0.0019733490841100524,0.03327825923923125,0.0313049101551212,104,16,104,16
RB1 (5925),FOXJ2 (55810),-0.20414170578511706,-0.3076164553177625,-0.10347474953264543,104,16,104,16
RB1 (5925),FOXJ3 (22887),-0.13857760443738723,-0.12819228781744374,0.010385316619943491,104,16,104,16
RB1 (5925),FOXK1 (221937),0.05158710140426269,-0.003992574701637499,-0.055579676105900186,104,16,104,16
RB1 (5925),FOXK2 (3607),-0.15608952815341037,-0.27195598143868127,-0.1158664532852709,104,16,104,16
RB1 (5925),FOXL1 (2300),-0.01684183075186973,0.000996555228393752,0.01783838598026348,104,16,104,16
RB1 (5925),FOXL2 (668),-0.07397559262077588,-0.02443112780212188,0.049544464818654,104,16,104,16
RB1 (5925),FOXM1 (2305),-0.20474370450372617,-0.19879732730348748,0.005946377200238689,104,16,104,16
RB1 (5925),FOXN1 (8456),-0.12611448336557418,-0.19357630589731245,-0.06746182253173827,104,16,104,16
RB1 (5925),FOXN2 (3344),0.02387488350540509,0.0985884559031125,0.07471357239770741,104,16,104,16
RB1 (5925),FOXN3 (1112),-0.11797309376168577,-0.18720696436097686,-0.06923387059929109,104,16,104,16
RB1 (5925),FOXN4 (121643),-0.04424513939550163,-0.10089706586769998,-0.05665192647219835,104,16,104,16
RB1 (5925),FOXO1 (2308),0.006225500035389733,0.1081054518899425,0.10187995185455277,104,16,104,16
RB1 (5925),FOXO3 (2309),0.038940676017718334,0.059852343182987496,0.02091166716526916,104,16,104,16
RB1 (5925),FOXO3B (2310),-0.0535882228961032,-0.07140137819463312,-0.017813155298529913,104,16,104,16
RB1 (5925),FOXO4 (4303),0.010163323930011452,-0.061140361262175015,-0.07130368519218647,104,16,104,16
RB1 (5925),FOXP1 (27086),0.023360093088001174,0.08838099745446251,0.06502090436646134,104,16,104,16
RB1 (5925),FOXP2 (93986),-0.19480116245083196,-0.16144469077490564,0.033356471675926314,104,16,104,16
RB1 (5925),FOXP3 (50943),0.050149920235447426,-0.015503187906388749,-0.06565310814183617,104,16,104,16
RB1 (5925),FOXP4 (116113),-0.05989636961902098,-0.024740025998654384,0.0351563436203666,104,16,104,16
RB1 (5925),FOXQ1 (94234),-0.0013057780721491355,0.04322704061068125,0.044532818682830384,104,16,104,16
RB1 (5925),FOXR1 (283150),0.11801087852225792,0.06641577389562937,-0.05159510462662854,104,16,104,16
RB1 (5925),FOXR2 (139628),0.012792994328235788,-0.005342978924145277,-0.018135973252381064,101,15,101,15
RB1 (5925),FOXRED1 (55572),0.012828174377923109,0.08819134307666428,0.07536316869874117,94,14,94,14
RB1 (5925),FOXRED2 (80020),0.12975975670569395,0.22188262054594285,0.0921228638402489,94,14,94,14
RB1 (5925),FOXS1 (2307),0.0053249640939856836,0.043977381936058116,0.038652417842072434,104,16,104,16
RB1 (5925),FPGS (2356),0.0357434184623977,-0.15938653657443572,-0.19512995503683342,94,14,94,14
RB1 (5925),FPGT (8790),0.1841538435857252,0.20943130656676875,0.025277462981043552,104,16,104,16
RB1 (5925),FPGT-TNNI3K (100526835),-0.22312058458215528,-0.23525742223849372,-0.01213683765633844,104,16,104,16
RB1 (5925),FPR1 (2357),-0.018911337877048552,0.0007642740596950012,0.019675611936743553,104,16,104,16
RB1 (5925),FPR2 (2358),-0.23806831759845765,-0.46591224410756255,-0.2278439265091049,104,16,104,16
RB1 (5925),FPR3 (2359),-0.006619800007908845,0.029724031696837502,0.036343831704746345,104,16,104,16
RB1 (5925),FRA10AC1 (118924),-0.00485667505975846,-0.005002259954205451,-0.00014558489444699112,78,11,78,11
RB1 (5925),FRAT1 (10023),-0.12921775837121638,-0.20370623209185706,-0.07448847372064069,94,14,94,14
RB1 (5925),FRAT2 (23401),-0.07719194978505511,-0.07895977070969284,-0.0017678209246377308,94,14,94,14
RB1 (5925),FREM1 (158326),0.11442380210502942,0.09546813250765714,-0.018955669597372285,94,14,94,14
RB1 (5925),FREM2 (341640),0.022512865137784124,0.08939335871641306,0.06688049357862894,101,15,101,15
RB1 (5925),FRG1CP (100289097),-0.0876156168278531,-0.04506003319478572,0.04255558363306738,93,14,93,14
RB1 (5925),FRG2 (448831),-0.03727266357017947,-0.019591950995972728,0.017680712574206742,78,11,78,11
RB1 (5925),FRG2B (441581),0.1551778033872546,0.14735570436294546,-0.007822099024309137,78,11,78,11
RB1 (5925),FRG2C (100288801),-0.05556673256934744,-0.10234940459884362,-0.04678267202949618,78,11,78,11
RB1 (5925),FRG2EP (647476),0.26749213581799686,0.17115062132928183,-0.09634151448871503,78,11,78,11
RB1 (5925),FRK (2444),0.04474471293400531,0.023135367680768747,-0.021609345253236562,104,16,104,16
RB1 (5925),FRMD1 (79981),-0.05695542014001298,-0.16005884810571874,-0.10310342796570576,104,16,104,16
RB1 (5925),FRMD3 (257019),-0.04359627051762148,-0.07586210541344067,-0.03226583489581919,101,15,101,15
RB1 (5925),FRMD4A (55691),0.033304928169062505,0.05142247820848687,0.018117550039424363,101,15,101,15
RB1 (5925),FRMD4B (23150),-0.11415180102979201,-0.09838617958211428,0.015765621447677736,55,7,55,7
RB1 (5925),FRMD5 (84978),-0.06890029746514907,-0.08385887839566,-0.014958580930510931,101,15,101,15
RB1 (5925),FRMD6 (122786),-0.06481160514801386,-0.17923702225203336,-0.1144254171040195,101,15,101,15
RB1 (5925),FRMD7 (90167),-0.14321054532433455,-0.16253128088299332,-0.019320735558658764,101,15,101,15
RB1 (5925),FRMD8 (83786),0.053895255358176915,0.05914714666664286,0.005251891308465942,55,7,55,7
RB1 (5925),FRMPD1 (22844),-0.045833933366626105,-0.09682561625190668,-0.050991682885280575,101,15,101,15
RB1 (5925),FRMPD2 (143162),0.13948256178010077,0.155823900398775,0.016341338618674234,104,16,104,16
RB1 (5925),FRMPD2B (728798),0.01449170873307423,-0.011906820148850007,-0.02639852888192424,104,16,104,16
RB1 (5925),FRMPD4 (9758),-0.13829489209643273,-0.3328299768725333,-0.19453508477610057,101,15,101,15
RB1 (5925),FRRS1 (391059),-0.0029469677322962753,-0.10860497957057572,-0.10565801183827944,94,14,94,14
RB1 (5925),FRRS1L (23732),0.07117593942444013,0.07153365979463545,0.00035772037019532466,78,11,78,11
RB1 (5925),FRS2 (10818),-0.0189095445463589,0.007441862093298744,0.026351406639657644,104,16,104,16
RB1 (5925),FRS3 (10817),0.017424534791993934,0.0335072533414,0.016082718549406065,94,14,94,14
RB1 (5925),FRY (10129),-0.06194521904957069,-0.07421289987610666,-0.012267680826535968,101,15,101,15
RB1 (5925),FRYL (285527),0.12824513936493862,0.12454264212357143,-0.003702497241367189,55,7,55,7
RB1 (5925),FRZB (2487),0.03908823792660148,0.017880409273056244,-0.021207828653545237,104,16,104,16
RB1 (5925),FSBP (100861412),0.034617339963483526,0.015800628495007137,-0.01881671146847639,94,14,94,14
RB1 (5925),FSCB (84075),-0.32181967706258774,-0.2946216430026091,0.027198034059978615,78,11,78,11
RB1 (5925),FSCN1 (6624),0.06508689713111049,0.16120000639775456,0.09611310926664407,78,11,78,11
RB1 (5925),FSCN2 (25794),0.08030652276930424,0.04245121861444546,-0.03785530415485878,78,11,78,11
RB1 (5925),FSCN3 (29999),-0.020797670524339975,-0.05594455498516364,-0.03514688446082366,78,11,78,11
RB1 (5925),FSD1 (79187),0.07424794443675364,0.10639915728070637,0.032151212843952726,78,11,78,11
RB1 (5925),FSD1L (83856),-0.15334210524712819,-0.10858689672561819,0.04475520852150999,78,11,78,11
RB1 (5925),FSD2 (123722),-0.0652659371901281,-0.15716180448221373,-0.09189586729208563,78,11,78,11
RB1 (5925),FSHB (2488),0.0857405888764831,0.24174623363830003,0.15600564476181694,94,14,94,14
RB1 (5925),FSHR (2492),-0.13894337344557245,-0.18422133732838125,-0.0452779638828088,104,16,104,16
RB1 (5925),FSIP2 (401024),-0.0460005664045477,-0.14674493918788273,-0.10074437278333503,78,11,78,11
RB1 (5925),FST (10468),-0.19010698579197255,-0.13410406321813187,0.05600292257384068,104,16,104,16
RB1 (5925),FSTL1 (11167),-0.09087532287235868,-0.08536919673695713,0.005506126135401551,94,14,94,14
RB1 (5925),FSTL3 (10272),0.056578822029566815,0.037098866074156245,-0.01947995595541057,104,16,104,16
RB1 (5925),FSTL4 (23105),-0.18331696210432083,-0.14784680140723197,0.03547016069708886,94,14,94,14
RB1 (5925),FSTL5 (56884),-0.11351249877414901,-0.15724689843379855,-0.04373439965964954,94,14,94,14
RB1 (5925),FTCD (10841),-0.10018933773493346,-0.1351785863674243,-0.03498924863249084,94,14,94,14
RB1 (5925),FTH1 (2495),0.027670354594143468,0.04300862186395062,0.015338267269807155,104,16,104,16
RB1 (5925),FTH1P3 (2498),0.05382684774397536,-0.016393133114487504,-0.07021998085846286,104,16,104,16
RB1 (5925),FTL (2512),-0.04852230613863971,-0.060461810161539294,-0.011939504022899582,94,14,94,14
RB1 (5925),FTMT (94033),-0.00974864482866716,0.06147611198344454,0.0712247568121117,78,11,78,11
RB1 (5925),FTO (79068),-0.08981554430391568,-0.06333024459977142,0.02648529970414426,55,7,55,7
RB1 (5925),FTSJ1 (24140),0.005027593492711706,-0.18311961432634286,-0.18814720781905456,94,14,94,14
RB1 (5925),FTSJ3 (117246),-0.8393793177067818,-0.8256311611770666,0.013748156529715172,101,15,101,15
RB1 (5925),FUBP1 (8880),-0.602950656671025,-0.41395023740241244,0.18900041926861255,104,16,104,16
RB1 (5925),FUBP3 (8939),-0.06601693105460307,-0.14307291498399355,-0.07705598392939048,94,14,94,14
RB1 (5925),FUCA1 (2517),0.075081746237242,0.03032037076060867,-0.04476137547663332,101,15,101,15
RB1 (5925),FUK (197258),-0.13365729928887327,-0.17601882726001689,-0.04236152797114362,104,16,104,16
RB1 (5925),FUNDC1 (139341),0.13077391779398084,0.14994474089728183,0.019170823103300982,78,11,78,11
RB1 (5925),FUNDC2 (65991),-0.18229158035251894,-0.2873788024855273,-0.10508722213300833,78,11,78,11
RB1 (5925),FUNDC2P2 (388965),0.035958535612167934,-0.028182941911127267,-0.0641414775232952,78,11,78,11
RB1 (5925),FURIN (5045),0.13119122179311865,0.0391126536399,-0.09207856815321866,94,14,94,14
RB1 (5925),FUS (2521),-0.16599848221178434,-0.08264314424544188,0.08335533796634247,104,16,104,16
RB1 (5925),FUT10 (84750),0.15040351136699154,0.16799763450986,0.017594123142868456,94,14,94,14
RB1 (5925),FUT11 (170384),-0.03967574182429097,-0.04699576081681249,-0.007320018992521521,104,16,104,16
RB1 (5925),FUT1 (2523),-0.030382486034989224,-0.14861169625954287,-0.11822921022455365,94,14,94,14
RB1 (5925),FUT2 (2524),-0.10403949988975834,-0.15450264562553215,-0.050463145735773804,94,14,94,14
RB1 (5925),FUT3 (2525),0.08555173771303219,-0.014381279307959285,-0.09993301702099147,94,14,94,14
RB1 (5925),FUT4 (2526),0.09734381348514098,0.14688041274955455,0.04953659926441356,78,11,78,11
RB1 (5925),FUT5 (2527),0.10063423330457193,0.11761296462423572,0.016978731319663792,94,14,94,14
RB1 (5925),FUT6 (2528),-0.016579881774171513,0.029263196942314284,0.0458430787164858,94,14,94,14
RB1 (5925),FUT7 (2529),0.10084288548651449,0.08386332165343573,-0.016979563833078762,94,14,94,14
RB1 (5925),FUT8 (2530),0.00020714166160779168,0.04842636189690438,0.04821922023529659,104,16,104,16
RB1 (5925),FUT9 (10690),-0.16118568509671502,-0.10954607251205357,0.051639612584661446,94,14,94,14
RB1 (5925),FUZ (80199),0.08000210052066063,0.09043333762903635,0.010431237108375721,78,11,78,11
RB1 (5925),FXN (2395),-0.19452568604955672,-0.11776215174514786,0.07676353430440887,94,14,94,14
RB1 (5925),FXR1 (8087),0.05106226089260114,-0.060293521491754536,-0.11135578238435567,78,11,78,11
