driver_gene,target_gene,mean_drive_gene_ref_dep_score_for_target,mean_drive_gene_mut_dep_score_for_target,delta_rnai_dep_score_driver_and_target,ref_pool_cell_lines_for_driver,mut_pool_cell_lines_for_driver,ref_dep_score_observations_for_target,mut_dep_score_observations_for_target
TP53 (7157),ABCA3 (21),0.024182051717557992,0.002954057962258961,-0.021227993755299032,20,99,20,99
TP53 (7157),ABCA4 (24),0.029828982128320497,0.007431146688135758,-0.02239783544018474,20,99,20,99
TP53 (7157),ABCA5 (23461),0.034819844584075,0.07396777559335102,0.03914793100927602,20,99,20,99
TP53 (7157),ABCA6 (23460),-0.005651453048512001,-0.009230182548204749,-0.0035787294996927482,20,99,20,99
TP53 (7157),ABCA7 (10347),0.0007705494786650023,0.004125139226150385,0.0033545897474853825,20,99,20,99
TP53 (7157),ABCA8 (10351),0.05870870675313787,0.02471392519602039,-0.03399478155711748,18,97,18,97
TP53 (7157),ABCA9 (10350),0.10460002846547853,0.08947397370261523,-0.0151260547628633,20,99,20,99
TP53 (7157),ABCB10 (23456),-0.08877012394274951,-0.08224822507074261,0.0065218988720068954,20,99,20,99
TP53 (7157),ABCB11 (8647),-0.07630343173147,-0.10041098212619161,-0.024107550394721608,20,99,20,99
TP53 (7157),ABCB1 (5243),0.052485655168705514,0.04780331990688121,-0.004682335261824301,20,99,20,99
TP53 (7157),ABCB4 (5244),-0.08927913729929,-0.10469086405085819,-0.015411726751568183,20,99,20,99
TP53 (7157),ABCB5 (340273),-0.039211632543785,-0.01097965515150061,0.02823197739228439,20,99,20,99
TP53 (7157),ABCB6 (10058),0.033840934375351,0.04493543627377096,0.011094501898419956,20,99,20,99
TP53 (7157),ABCB7 (22),-0.8025330054045001,-0.7734882635966731,0.029044741807827013,20,99,20,99
TP53 (7157),ABCB8 (11194),0.079514124201859,0.09548246006440163,0.015968335862542635,20,99,20,99
TP53 (7157),ABCB9 (23457),-0.21222158242665498,-0.17344069779827576,0.038780884628379225,20,99,20,99
TP53 (7157),ABCC10 (89845),0.14308859546718602,0.14533865566162632,0.0022500601944402954,20,99,20,99
TP53 (7157),ABCC11 (85320),0.010278316001211,-0.02784226249672128,-0.03812057849793228,20,99,20,99
